,cod_cliente,primeiro_nome_x,ultimo_nome_x,email_x,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento_x,endereco_x,cep_x,cod_proposta,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,primeiro_nome_y,ultimo_nome_y,email_y,cpf,data_nascimento_y,endereco_y,cep_y,cod_agencia,nome,endereco,cidade,uf,data_abertura,tipo_agencia
357,521,Bernardo,Ramos,joao-miguel16@example.net,PF,2022-09-13 13:05:00 UTC,872.360.951-68,1987-09-16,"Via Mariane Nogueira, 33 Vila Ecológica 71729-790 Silveira do Norte / MS",29201854,1878.0,26.0,2011-02-12 01:51:54 UTC,0.0107,83570.50072330504,141770.03,58199.52927669496,5710.836209848752,16.0,2.0,Validação documentos,Luiz Henrique,Rocha,rodriguesolivia@example.net,934.210.785-05,1974-06-03,"Alameda de Fogaça, 60 Araguaia 33543-326 Moraes de Santos / CE",26210551,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
358,521,Bernardo,Ramos,joao-miguel16@example.net,PF,2022-09-13 13:05:00 UTC,872.360.951-68,1987-09-16,"Via Mariane Nogueira, 33 Vila Ecológica 71729-790 Silveira do Norte / MS",29201854,74.0,42.0,2011-01-15 13:38:20 UTC,0.0149,183802.99466044497,225791.78,41988.78533955505,3646.732104245493,94.0,6.0,Validação documentos,Enrico,Lopes,oviana@example.com,196.574.038-39,1991-03-23,"Chácara de Pereira, 148 Etelvina Carneiro 74386-933 das Neves / TO",98758451,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
359,521,Bernardo,Ramos,joao-miguel16@example.net,PF,2022-09-13 13:05:00 UTC,872.360.951-68,1987-09-16,"Via Mariane Nogueira, 33 Vila Ecológica 71729-790 Silveira do Norte / MS",29201854,384.0,67.0,2015-08-17 20:53:25 UTC,0.0165,126905.43291499984,198751.32,71845.88708500015,3747.175970580883,50.0,1.0,Validação documentos,Luiz Henrique,Lopes,davi-luiz75@example.net,538.697.210-30,1990-05-28,"Avenida Barros, 820 Vila Puc 71371716 da Paz / AM",95994401,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
360,611,Ana Julia,Ramos,pedro-miguelmartins@example.net,PF,2019-08-06 14:42:00 UTC,164.598.302-15,1967-04-02,"Área de Pereira, 4 Caiçaras 68043-152 Barbosa da Mata / SP",62394839,411.0,19.0,2010-01-25 01:48:52 UTC,0.0153,16101.857333448002,27237.48,11135.622666551995,902.3203798045248,21.0,2.0,Validação documentos,Luiz Fernando,Dias,pcunha@example.net,820.415.963-33,1994-07-10,"Ladeira de Moreira, 82 Jardim Atlântico 27617-762 Sales Verde / PB",50013962,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
362,705,Marcos Vinicius,Ramos,isabel99@example.org,PF,2015-07-24 13:19:00 UTC,245.963.078-65,1975-08-21,"Estação Olivia Moreira, 2 Vila Real 1ª Seção 59820159 Sales Grande / MA",44030-253,896.0,16.0,2012-04-24 11:31:09 UTC,0.0101,114731.99919586215,216856.25,102124.25080413785,1838.6720458588352,99.0,5.0,Enviada,Benjamin,Gomes,vjesus@example.org,718.950.436-20,1963-12-21,"Conjunto Gomes, 888 Céu Azul 76308-427 Lopes do Norte / GO",29604844,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
363,705,Marcos Vinicius,Ramos,isabel99@example.org,PF,2015-07-24 13:19:00 UTC,245.963.078-65,1975-08-21,"Estação Olivia Moreira, 2 Vila Real 1ª Seção 59820159 Sales Grande / MA",44030-253,1558.0,3.0,2015-02-20 09:56:21 UTC,0.0219,34984.63797623643,41769.25,6784.612023763569,884.0599910958407,93.0,4.0,Validação documentos,Kamilly,Castro,correialivia@example.net,297.634.180-03,1975-09-15,"Praia Marina Monteiro, 29 Vila São Francisco 58603414 Vieira da Serra / SC",96322-716,4.0,Agência Osasco,"Av. Antônio Carlos Costa, 1000 - Bela Vista, Osasco - SP, 06053-014",Osasco,SP,2013-11-06,Física
364,804,Bruno,Ramos,natalia23@example.org,PF,2011-12-06 13:00:00 UTC,739.285.406-29,1975-11-06,Passarela da Rocha Cruzeiro 90361423 Barros / MS,23047749,552.0,19.0,2018-10-13 22:25:25 UTC,0.0139,104362.52984536126,132399.37,28036.84015463873,1956.384921418878,98.0,4.0,Enviada,Luiz Fernando,Dias,pcunha@example.net,820.415.963-33,1994-07-10,"Ladeira de Moreira, 82 Jardim Atlântico 27617-762 Sales Verde / PB",50013962,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
365,804,Bruno,Ramos,natalia23@example.org,PF,2011-12-06 13:00:00 UTC,739.285.406-29,1975-11-06,Passarela da Rocha Cruzeiro 90361423 Barros / MS,23047749,71.0,36.0,2010-05-15 10:40:14 UTC,0.0228,66329.19776424803,98562.45,32233.25223575196,14186.857322226131,5.0,4.0,Validação documentos,Marcela,Rocha,henriqueda-luz@example.com,503.247.891-14,1963-07-16,"Ladeira de Porto, 9 Distrito Industrial Do Jatoba 71922-717 Lima de Souza / SE",42103-068,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
366,815,Marcos Vinicius,Ramos,samuel86@example.com,PF,2021-06-21 14:04:00 UTC,985.320.614-51,1982-04-21,"Trecho de Dias, 6 Marçola 40811068 Caldeira / RJ",59134843,1537.0,43.0,2016-11-21 06:07:09 UTC,0.0197,74727.47633697654,91071.93,16344.453663023432,1810.289527335583,86.0,4.0,Em análise,Marcelo,Ramos,heitor34@example.org,279.438.056-74,1968-11-13,"Praia Daniela Nunes, 10 Vila Trinta E Um De Março 92370116 Silva Grande / AP",74002-728,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
367,815,Marcos Vinicius,Ramos,samuel86@example.com,PF,2021-06-21 14:04:00 UTC,985.320.614-51,1982-04-21,"Trecho de Dias, 6 Marçola 40811068 Caldeira / RJ",59134843,987.0,36.0,2022-12-16 15:39:28 UTC,0.011,118495.6930524698,203830.96,85335.2669475302,2137.8655020889714,86.0,1.0,Validação documentos,Marcela,Rocha,henriqueda-luz@example.com,503.247.891-14,1963-07-16,"Ladeira de Porto, 9 Distrito Industrial Do Jatoba 71922-717 Lima de Souza / SE",42103-068,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
368,859,Sophie,Ramos,dda-cruz@example.org,PF,2020-11-03 11:41:00 UTC,629.438.570-92,2001-04-02,"Campo Mendes, 3 Juliana 18036-669 Dias dos Dourados / MS",03168134,102.0,3.0,2021-06-16 09:12:09 UTC,0.0164,107696.2338189013,199719.09,92022.8561810987,2441.637260203006,79.0,2.0,Enviada,Kamilly,Castro,correialivia@example.net,297.634.180-03,1975-09-15,"Praia Marina Monteiro, 29 Vila São Francisco 58603414 Vieira da Serra / SC",96322-716,4.0,Agência Osasco,"Av. Antônio Carlos Costa, 1000 - Bela Vista, Osasco - SP, 06053-014",Osasco,SP,2013-11-06,Física
369,859,Sophie,Ramos,dda-cruz@example.org,PF,2020-11-03 11:41:00 UTC,629.438.570-92,2001-04-02,"Campo Mendes, 3 Juliana 18036-669 Dias dos Dourados / MS",03168134,456.0,56.0,2010-11-06 06:17:38 UTC,0.0112,9816.418902348158,16567.1,6750.681097651844,211.2119416305136,66.0,3.0,Enviada,Julia,Pinto,jalves@example.org,734.206.859-47,1985-11-27,"Trecho Teixeira, 90 Vila Oeste 93070-834 Moraes Paulista / DF",71279-339,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
370,859,Sophie,Ramos,dda-cruz@example.org,PF,2020-11-03 11:41:00 UTC,629.438.570-92,2001-04-02,"Campo Mendes, 3 Juliana 18036-669 Dias dos Dourados / MS",03168134,434.0,25.0,2017-06-27 17:45:08 UTC,0.0096,52629.60253362917,77727.42,25097.81746637083,1104.486671021695,64.0,3.0,Em análise,Lara,Santos,pteixeira@example.com,768.541.203-90,1970-05-13,"Largo Nogueira, 59 Conjunto Bonsucesso 43484658 Porto Paulista / AM",68997-717,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
371,859,Sophie,Ramos,dda-cruz@example.org,PF,2020-11-03 11:41:00 UTC,629.438.570-92,2001-04-02,"Campo Mendes, 3 Juliana 18036-669 Dias dos Dourados / MS",03168134,928.0,94.0,2015-10-08 05:56:25 UTC,0.023,44984.13854735924,87246.07,42261.93145264077,1150.3506021166984,101.0,6.0,Em análise,Melissa,Gonçalves,caldeirasamuel@example.com,825.670.139-03,1971-01-09,"Largo de Pinto, 96 Vila Independencia 2ª Seção 38053880 da Mota do Amparo / TO",66939-843,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
372,989,Carlos Eduardo,Ramos,thiago39@example.net,PF,2021-11-25 14:47:00 UTC,365.197.480-48,1948-09-02,"Colônia Cardoso, 4 Ribeiro De Abreu 03645860 da Cunha da Praia / MA",59192733,529.0,94.0,2012-07-21 12:12:22 UTC,0.0096,130082.85553845612,201668.56,71585.70446154388,2898.111704118392,59.0,5.0,Enviada,Melissa,Gonçalves,caldeirasamuel@example.com,825.670.139-03,1971-01-09,"Largo de Pinto, 96 Vila Independencia 2ª Seção 38053880 da Mota do Amparo / TO",66939-843,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
373,989,Carlos Eduardo,Ramos,thiago39@example.net,PF,2021-11-25 14:47:00 UTC,365.197.480-48,1948-09-02,"Colônia Cardoso, 4 Ribeiro De Abreu 03645860 da Cunha da Praia / MA",59192733,1629.0,10.0,2015-07-04 06:01:40 UTC,0.0111,93795.2868089558,147038.79,53243.5031910442,1517.1813346016345,105.0,5.0,Aprovada,Vitor Hugo,Novaes,isisda-paz@example.org,187.053.296-12,1969-06-19,"Pátio Silveira, 48 Concórdia 02998-381 Moraes / SC",75796-270,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
374,989,Carlos Eduardo,Ramos,thiago39@example.net,PF,2021-11-25 14:47:00 UTC,365.197.480-48,1948-09-02,"Colônia Cardoso, 4 Ribeiro De Abreu 03645860 da Cunha da Praia / MA",59192733,887.0,74.0,2020-06-23 04:56:07 UTC,0.0186,14742.671964173413,18687.04,3944.36803582659,328.12495012112373,98.0,0.0,Validação documentos,Laís,Aragão,stephanypeixoto@example.net,027.619.358-02,1991-11-10,Distrito Pinto Liberdade 55152-938 Nascimento / PA,28501-411,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
375,8,Enzo,Rocha,caiolima@example.org,PF,2021-08-13 11:07:00 UTC,146.725.308-17,1980-06-21,"Loteamento Felipe Rocha, 8 Novo Glória 45229611 da Paz / SC",06016884,718.0,20.0,2015-08-31 17:07:51 UTC,0.0198,2441.8520736264386,4169.5,1727.6479263735614,53.772477097768125,117.0,5.0,Aprovada,Alice,Aragão,pedro-henrique82@example.com,495.278.610-20,1964-09-19,"Núcleo Emanuella Jesus, 621 Vila Jardim Montanhes 66803663 Pires do Campo / RR",23821831,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
376,8,Enzo,Rocha,caiolima@example.org,PF,2021-08-13 11:07:00 UTC,146.725.308-17,1980-06-21,"Loteamento Felipe Rocha, 8 Novo Glória 45229611 da Paz / SC",06016884,1505.0,24.0,2010-04-12 11:33:17 UTC,0.0219,67263.71795856181,114766.43,47502.71204143817,1865.0818154569804,72.0,3.0,Aprovada,Vitória,Vieira,pedro-henrique56@example.org,572.340.961-16,1989-06-13,"Campo Bruno Melo, 3 São Jorge 1ª Seção 04133-564 Araújo de Pires / PE",92847600,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
377,8,Enzo,Rocha,caiolima@example.org,PF,2021-08-13 11:07:00 UTC,146.725.308-17,1980-06-21,"Loteamento Felipe Rocha, 8 Novo Glória 45229611 da Paz / SC",06016884,591.0,73.0,2022-12-07 22:35:16 UTC,0.0151,13738.996123255602,19634.77,5895.773876744399,293.26999893095484,82.0,4.0,Aprovada,Lucas Gabriel,da Costa,sophie99@example.net,749.536.012-70,1977-03-08,"Conjunto Melo, 64 Vila Nova Gameleira 3ª Seção 99419458 Duarte Alegre / AC",80265890,4.0,Agência Osasco,"Av. Antônio Carlos Costa, 1000 - Bela Vista, Osasco - SP, 06053-014",Osasco,SP,2013-11-06,Física
378,8,Enzo,Rocha,caiolima@example.org,PF,2021-08-13 11:07:00 UTC,146.725.308-17,1980-06-21,"Loteamento Felipe Rocha, 8 Novo Glória 45229611 da Paz / SC",06016884,420.0,49.0,2014-05-07 14:54:03 UTC,0.0191,151442.7809697426,249930.5,98487.7190302574,3262.965010838109,115.0,2.0,Em análise,Pietra,Caldeira,gustavo-henriquecastro@example.com,725.083.916-03,1977-08-06,"Travessa Laura Monteiro, 7 Grota 92672446 Porto / AL",36084-897,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
379,27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,182.0,40.0,2019-12-16 11:31:22 UTC,0.0089,90173.75959472296,127367.03,37193.270405277035,3541.6959844319067,29.0,2.0,Enviada,Bryan,Peixoto,kgomes@example.com,047.931.256-70,1975-08-22,"Rodovia Leonardo da Cunha, 135 Ventosa 29667758 Moreira do Norte / AP",79262-228,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
380,27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,632.0,31.0,2018-03-08 03:56:29 UTC,0.0231,51916.82094552588,97820.47,45903.649054474125,1292.8093878560858,115.0,1.0,Aprovada,Joaquim,Pires,laispeixoto@example.org,104.263.875-62,1978-06-12,"Loteamento de Peixoto, 42 Aparecida 7ª Seção 72660123 Nunes / SE",51569-010,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
381,27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,1239.0,42.0,2022-05-06 23:32:01 UTC,0.0171,21903.29922810601,42712.26,20808.960771893988,453.6650836751149,103.0,6.0,Aprovada,Enrico,Lopes,oviana@example.com,196.574.038-39,1991-03-23,"Chácara de Pereira, 148 Etelvina Carneiro 74386-933 das Neves / TO",98758451,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
382,27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,1617.0,16.0,2016-03-13 23:48:07 UTC,0.0095,25773.69793571066,46882.51,21108.81206428934,380.66810641847786,109.0,6.0,Em análise,Benjamin,Gomes,vjesus@example.org,718.950.436-20,1963-12-21,"Conjunto Gomes, 888 Céu Azul 76308-427 Lopes do Norte / GO",29604844,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
383,27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,1531.0,15.0,2017-12-11 19:24:01 UTC,0.0113,9530.234901287553,15679.65,6149.415098712448,212.2730361229863,63.0,3.0,Validação documentos,Joana,Rodrigues,erodrigues@example.net,480.756.921-01,1968-05-21,"Esplanada de Almeida, 720 Manacas 89334474 Cardoso de Cunha / MT",92472266,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
384,27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,1773.0,45.0,2022-09-20 14:53:47 UTC,0.0096,72508.41333674343,112191.98,39683.56666325656,5959.543207236944,13.0,1.0,Validação documentos,Laura,Cunha,lviana@example.org,217.583.096-95,1977-02-07,"Lagoa Benício Moura, 5 Vila Paraíso 50235854 da Conceição / RJ",19415-341,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
385,30,Gabriel,Rocha,silveirabryan@example.net,PF,2018-01-26 14:53:00 UTC,625.940.783-10,1997-08-26,"Largo Mariana Fernandes, 88 Castelo 78209280 Cardoso do Oeste / RS",93782-527,1281.0,43.0,2014-07-12 15:44:07 UTC,0.0181,138998.5155309089,234244.23,95245.71446909111,8015.427662287515,21.0,6.0,Aprovada,Marcelo,Ramos,heitor34@example.org,279.438.056-74,1968-11-13,"Praia Daniela Nunes, 10 Vila Trinta E Um De Março 92370116 Silva Grande / AP",74002-728,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
386,30,Gabriel,Rocha,silveirabryan@example.net,PF,2018-01-26 14:53:00 UTC,625.940.783-10,1997-08-26,"Largo Mariana Fernandes, 88 Castelo 78209280 Cardoso do Oeste / RS",93782-527,832.0,83.0,2015-11-02 14:38:39 UTC,0.0229,58703.7966146181,116526.02,57822.22338538191,1671.8062122704828,72.0,2.0,Validação documentos,Julia,Barbosa,da-luzcarolina@example.com,149.853.026-51,1993-11-04,"Esplanada de da Conceição, 52 Satelite 42238-305 Cavalcanti / DF",41497222,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
387,113,Lucas Gabriel,Rocha,alana30@example.net,PF,2020-01-07 14:29:00 UTC,713.895.042-04,2001-10-07,"Viela Caroline Peixoto, 49 São Sebastião 86279204 Rocha dos Dourados / RN",58314-883,1395.0,30.0,2012-08-21 12:34:22 UTC,0.0105,174234.15388888418,219599.1,45364.94611111584,3204.515311042343,81.0,5.0,Aprovada,Arthur,Almeida,joaquim97@example.org,057.264.198-20,1980-01-16,"Travessa Vitor Gabriel Silveira, 20 Granja Werneck 96535821 das Neves da Mata / AC",69196806,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
388,316,Carolina,Rocha,eloah92@example.net,PF,2018-01-23 15:29:00 UTC,370.564.298-74,1999-08-25,"Alameda Olivia Sales, 986 São Bernardo 01819-608 Araújo do Sul / ES",50479649,1313.0,85.0,2020-03-11 20:14:18 UTC,0.0131,116559.93373979632,165625.46,49065.52626020368,1998.152978670983,111.0,2.0,Aprovada,Pedro Lucas,Rocha,pauloribeiro@example.org,305.687.219-77,1991-12-07,"Fazenda Pedro Miguel Vieira, 714 São Salvador 88997-693 Viana da Mata / RR",12941395,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
390,397,Bárbara,Rocha,martinsfernanda@example.org,PF,2018-10-13 10:51:00 UTC,031.694.287-13,2006-11-20,"Vale da Costa, 39 Vista Alegre 59154-504 Nunes de Fernandes / PA",49504138,682.0,99.0,2010-03-26 19:07:16 UTC,0.0175,154850.5645719384,187560.9,32710.335428061597,3445.5827348851326,89.0,5.0,Enviada,Fernando,Costela,osilveira@example.net,492.758.103-97,1963-11-24,"Praça de Duarte, 5 Santa Rosa 84418424 Cardoso de Carvalho / RO",15164977,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
391,397,Bárbara,Rocha,martinsfernanda@example.org,PF,2018-10-13 10:51:00 UTC,031.694.287-13,2006-11-20,"Vale da Costa, 39 Vista Alegre 59154-504 Nunes de Fernandes / PA",49504138,1022.0,45.0,2011-12-14 11:09:29 UTC,0.0081,37584.748050005546,44297.93,6713.181949994456,1153.056088340183,38.0,6.0,Em análise,Laura,Cunha,lviana@example.org,217.583.096-95,1977-02-07,"Lagoa Benício Moura, 5 Vila Paraíso 50235854 da Conceição / RJ",19415-341,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
393,480,Gustavo Henrique,Rocha,liviabarbosa@example.com,PF,2012-12-09 11:58:00 UTC,085.971.624-49,1968-11-10,"Alameda Oliveira, 42 Horto 57639-337 da Rosa / AM",51705023,758.0,81.0,2011-11-17 08:58:14 UTC,0.0144,94836.94810862748,131026.64,36189.6918913725,6018.64518863187,18.0,1.0,Enviada,Benício,Farias,maria91@example.com,059.817.632-21,1976-05-08,"Avenida Melo, 40 Estrela Do Oriente 56389266 da Luz do Oeste / AM",52447-374,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
394,480,Gustavo Henrique,Rocha,liviabarbosa@example.com,PF,2012-12-09 11:58:00 UTC,085.971.624-49,1968-11-10,"Alameda Oliveira, 42 Horto 57639-337 da Rosa / AM",51705023,225.0,53.0,2013-12-22 08:38:46 UTC,0.0126,141212.50653884918,171619.62,30407.11346115081,2853.9986619414663,78.0,4.0,Em análise,Helena,Lopes,antoniomonteiro@example.org,928.706.341-96,1990-10-08,"Área Enrico Caldeira, 9 Santa Cecilia 37808172 Rocha da Prata / PB",48143-984,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
395,480,Gustavo Henrique,Rocha,liviabarbosa@example.com,PF,2012-12-09 11:58:00 UTC,085.971.624-49,1968-11-10,"Alameda Oliveira, 42 Horto 57639-337 da Rosa / AM",51705023,52.0,8.0,2018-05-20 06:05:44 UTC,0.02,5844.074445953413,8138.55,2294.475554046588,229.279711308649,36.0,3.0,Validação documentos,Vitor Gabriel,Caldeira,csilva@example.net,853.624.091-15,1973-07-11,"Jardim da Luz, 96 Rio Branco 42420423 da Mata / MT",66925-534,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
396,483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,780.0,73.0,2016-11-29 15:38:23 UTC,0.0093,139143.84969019453,211893.29,72749.44030980549,4181.604496618208,40.0,3.0,Enviada,Lucas Gabriel,da Costa,sophie99@example.net,749.536.012-70,1977-03-08,"Conjunto Melo, 64 Vila Nova Gameleira 3ª Seção 99419458 Duarte Alegre / AC",80265890,4.0,Agência Osasco,"Av. Antônio Carlos Costa, 1000 - Bela Vista, Osasco - SP, 06053-014",Osasco,SP,2013-11-06,Física
397,483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,1328.0,19.0,2019-05-26 07:29:16 UTC,0.0156,25382.645194395784,47916.56,22533.91480560421,1125.8177457585064,28.0,2.0,Aprovada,Luiz Fernando,Dias,pcunha@example.net,820.415.963-33,1994-07-10,"Ladeira de Moreira, 82 Jardim Atlântico 27617-762 Sales Verde / PB",50013962,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
398,483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,611.0,33.0,2016-07-30 09:42:14 UTC,0.0119,137328.7236164186,179932.71,42603.986383581374,2381.19433551641,98.0,3.0,Aprovada,Elisa,Correia,leandro34@example.net,965.832.147-09,1993-02-23,"Morro de Souza, 84 Distrito Industrial Do Jatoba 67203-288 da Mota / AP",50769-513,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
399,483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,1427.0,45.0,2010-09-15 21:29:54 UTC,0.023,79583.05416572795,99754.25,20171.19583427204,2236.8135800240666,75.0,3.0,Aprovada,Laura,Cunha,lviana@example.org,217.583.096-95,1977-02-07,"Lagoa Benício Moura, 5 Vila Paraíso 50235854 da Conceição / RJ",19415-341,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
400,483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,1710.0,66.0,2015-05-16 08:45:18 UTC,0.0128,107807.31379468148,215518.86,107711.54620531852,1763.152336884669,120.0,3.0,Validação documentos,Lívia,Rodrigues,estherdias@example.com,953.124.067-16,1992-02-27,"Praça Novaes, 93 Sion 55659988 Souza dos Dourados / SP",73034259,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
